ans,ans_idx,sentence,true
,[],证券代码：600337 证券简称：美克家居 编号：临 2019-004,1
,[],9月 30日，百度宣布旗下智能生活事业群组业务（以下简称“小度科技”）完成了独立融资协议的签署,1
百度的智能生活事业群组->SLG,"[{""name"": ""百度的智能生活事业群组"", ""alias"": ""SLG"", ""name_idx"": [0, 10], ""alias_idx"": [33, 35]}]",百度的智能生活事业群组（Smart Living Group，简称SLG）成立于2018年 3月，由原百度“度秘事业部”、百度“硬件生态渠道部”和收购来的“Raven Studio工作室”共同组成，那时还在百度的陆奇领头,1
SmartLivingGroup->SLG,"[{""name"": ""Smart Living Group"", ""alias"": ""SLG"", ""name_idx"": [36, 53], ""alias_idx"": [57, 59]}]",2019年 2月，前锤子CTO钱晨于加入百度，负责百度智能生活事业群组（Smart Living Group，简称SLG）中的硬件研发与供应链生态，而此前钱晨所在的百度投资的智能硬件公司“小鱼在家”，也在调整中被合并进SLG，最终这个事业部涵盖了人工智能语音助手+硬件这两大块内容,1
,[],3月31日，极光大数据发布《二手手机行业研究报告》（以下简称极光报告）,1
《中国中产女性消费报告》->《报告》,"[{""name"": ""《中国中产女性消费报告》"", ""alias"": ""《报告》"", ""name_idx"": [33, 44], ""alias_idx"": [50, 53]}]",【亿邦动力讯】3月7日消息，唯品会联合艾瑞咨询、GQ实验室共同发布《中国中产女性消费报告》（下文简称《报告》），基于唯品会消费大数据及艾瑞消费者调研数据，对当前消费语境下，“中产女性”这一“高光”群体进行深度洞察，呈现一二线中产理性消费和小城中产跟风式消费升级的趋势,1
,[],【亿邦动力讯】6月26日消息，今日，智慧商业服务提供商微盟集团（以下简称“微盟”）与国内独立第三方支付公司汇付天下有限公司（以下简称“汇付天下”）在上海签署战略合作协议，共同推出“微盟慧付”解决方案，助力智慧商业数字化升级,1
韩熙贞专卖店妮姐->妮姐,"[{""name"": ""韩熙贞专卖店妮姐"", ""alias"": ""妮姐"", ""name_idx"": [19, 26], ""alias_idx"": [34, 35]}]",韩熙贞将直播的重心放在了快手，以账号“韩熙贞专卖店妮姐”（文内简称“妮姐”）为主营地,1
《中国零售行业发展报告（2018/2019年）》->报告,"[{""name"": ""《中国零售行业发展报告（2018/2019年）》"", ""alias"": ""报告"", ""name_idx"": [8, 31], ""alias_idx"": [38, 39]}]",近日，商务部发布《中国零售行业发展报告（2018/2019年）》（以下简称“报告”），为2018年零售行业画出了一幅全景图：我国零售行业规模保持平稳增长，重点企业效益改善,1
深圳市通拓科技有限公司->通拓科技,"[{""name"": ""深圳市通拓科技有限公司"", ""alias"": ""通拓科技"", ""name_idx"": [37, 47], ""alias_idx"": [54, 57]}]",8月5日消息，昨日晚间，ST华鼎发布公告称，7月中下旬以来，公司全资子公司深圳市通拓科技有限公司（以下简称“通拓科技”）多个品牌涉及的店铺被亚马逊暂停销售、资金被冻结,1
,[],永辉超市发布公告称，永辉超市股份有限公司（以下简称“永辉超市”）关于收到国家发展和改革委员会（以下简称“国家发改委”）终止外商投资安全审查的通知,1
黑芝麻智能科技有限公司->黑芝麻智能,"[{""name"": ""黑芝麻智能科技有限公司"", ""alias"": ""黑芝麻智能"", ""name_idx"": [19, 29], ""alias_idx"": [36, 40]}]",集微网报道，全球自动驾驶计算芯片引领者黑芝麻智能科技有限公司（以下简称：黑芝麻智能）宣布今年已经完成数亿美元战略轮及C轮融资两轮融资,1
中国(广东)自由贸易试验区深圳前海蛇口片区->试验区,"[{""name"": ""中国(广东)自由贸易试验区深圳前海蛇口片区"", ""alias"": ""试验区"", ""name_idx"": [7, 27], ""alias_idx"": [33, 35]}]",第一条 为支持中国(广东)自由贸易试验区深圳前海蛇口片区(以下简称试验区)建设，落实《国务院关于印发,1
试验区内银行->区内主体,"[{""name"": ""试验区内银行"", ""alias"": ""区内主体"", ""name_idx"": [4, 9], ""alias_idx"": [63, 66]}]",第二条 试验区内银行(含注册在区内的银行以及办理区内业务的深圳地区其他银行，下同)、境内外企业、非银行金融机构、个人(以下简称区内主体)适用本细则,1
国家外汇管理局深圳市分局->深圳市外汇局,"[{""name"": ""国家外汇管理局深圳市分局"", ""alias"": ""深圳市外汇局"", ""name_idx"": [4, 15], ""alias_idx"": [21, 26]}]",第三条 国家外汇管理局深圳市分局(以下简称深圳市外汇局)具体负责监督管理试验区外币账户开立、资金划转、结售汇、外汇登记、本外币数据统计监测等事项,1
,[],三态股份主营业务仍为跨境电子商务零售业务（以 下简称“电商业务”）以及跨境物流及全球仓储业务（以下简称“物流业务”）,1
北京中睿天下信息技术有限公司->中睿天下,"[{""name"": ""北京中睿天下信息技术有限公司"", ""alias"": ""中睿天下"", ""name_idx"": [32, 45], ""alias_idx"": [52, 55]}]",投资界（ID：pedaily2012）9月6日消息，投资界获悉，北京中睿天下信息技术有限公司（以下简称“中睿天下”）宣布完成数亿元C轮融资,1
KKR集团（KohlbergKravisRoberts&Co.L.P.->KKR,"[{""name"": ""KKR集团（Kohlberg Kravis Roberts & Co. L.P."", ""alias"": ""KKR"", ""name_idx"": [12, 51], ""alias_idx"": [55, 57]}]",亿邦动力获悉，本轮投资方KKR集团（Kohlberg Kravis Roberts & Co. L.P.，简称KKR）成立于1976年，是全球历史最悠久也是经验最为丰富的资产管理与私募股权投资机构之一，业务包括直接投资、并购等,1
北京故宫宫廷文化发展有限公司->宫廷文化,"[{""name"": ""北京故宫宫廷文化发展有限公司"", ""alias"": ""宫廷文化"", ""name_idx"": [19, 32], ""alias_idx"": [39, 42]}]",公开资料显示，本次“吉服回潮”的授权方北京故宫宫廷文化发展有限公司（以下简称“宫廷文化”），是故宫博物院的直属企业——北京故宫文化服务中心与香港益诚投资有限公司于2005年在北京设立的合作经营企业,1
,[],据悉，“9610”全称“跨境贸易电子商务”，简称“电子商务”，俗称“集货模式”，亦称为B2C出口,1
佛山奥素博新科技有限公司->奥素博新,"[{""name"": ""佛山奥素博新科技有限公司"", ""alias"": ""奥素博新"", ""name_idx"": [3, 14], ""alias_idx"": [19, 22]}]",近日，佛山奥素博新科技有限公司（简称“奥素博新”或“ACXEL”）宣布完成数千万美元Pre-A轮融资，本轮融资由碧桂园核心联盟企业盈睿资本及高瓴创投共同领投，同创伟业跟投，天使轮领投方线性资本持续加码，种子轮投资方弘励创投持续支持,1
腾讯音乐集团->TME,"[{""name"": ""腾讯音乐集团"", ""alias"": ""TME"", ""name_idx"": [24, 29], ""alias_idx"": [33, 35]}]",在连续多年的买买买之后，音乐版权的战争几乎已经被腾讯音乐集团（简称TME）终结，也成为了其坚固的护城河,1
,[],尤其是现在，像HARMAY（简称：话梅）、THE COLORIST（简称：调色师）这样的美妆集合店，正借助完善的产业链条和广阔的购物空间让更多品牌落地开花,1
DLMakeup->DL,"[{""name"": ""DL Makeup"", ""alias"": ""DL"", ""name_idx"": [9, 17], ""alias_idx"": [22, 23]}]",像话梅、苏宁极物、DL Makeup（简称:DL），都是以卖大牌“小样”走火，包括彩妆、护肤品、香水,1
,[],在本届日内瓦国际高级钟表沙龙展（简称SIHH）上，一直是家族私有的瑞士奢华制表商百达翡丽（Patek Philippe）传出了可能挂牌出售的消息,1
InnoVenCapital->毅峰资本,"[{""name"": ""InnoVen Capital"", ""alias"": ""毅峰资本"", ""name_idx"": [57, 71], ""alias_idx"": [77, 80]}]",投资界（ID：pedaily2012）11月15日消息，专注于服务早期及成长期创新企业，亚洲领先的风险债权投资机构InnoVen Capital（以下简称毅峰资本）对外宣布，首支中国基金—毅峰资本中国基金一期正式设立,1
小米集团->小米,"[{""name"": ""小米集团"", ""alias"": ""小米"", ""name_idx"": [40, 43], ""alias_idx"": [49, 50]}]",据此前报道，8月11日，小米集团董事长、创始人兼CEO雷军以公开演讲的方式解密了小米集团（以下简称小米）成长那些不为人知的秘密,1
湖南省湘江私募基金管理有限公司->湘江基金管理公司,"[{""name"": ""湖南省湘江私募基金管理有限公司"", ""alias"": ""湘江基金管理公司"", ""name_idx"": [27, 41], ""alias_idx"": [47, 54]}]",投资界（ID：pedaily2012）8月10日消息，湖南省湘江私募基金管理有限公司（以下简称湘江基金管理公司）顺利通过中国证券投资基金业协会基金管理人的登记，获准开展私募股权投资基金管理、创业投资基金管理等服务,1
光明乳业股份有限公司->公司,"[{""name"": ""光明乳业股份有限公司"", ""alias"": ""公司"", ""name_idx"": [73, 82], ""alias_idx"": [89, 90]}]",根据《公司法》、《上海证券交易所股票上市规则》、《关于规范上市公司对外担保行为的通知》、《上市公司独立董事履职指引》及《公司章程》等规定，我们作为光明乳业股份有限公司（以下简称“公司”）的独立董事，本着实事求是的精神，通过认真的调查核实，现发表独立意见如下：,1
元启（苏州）生物制药有限公司->元启制药,"[{""name"": ""元启（苏州）生物制药有限公司"", ""alias"": ""元启制药"", ""name_idx"": [30, 43], ""alias_idx"": [50, 53]}]",投资界（ID：pedaily2012）3月26日消息，近期，元启（苏州）生物制药有限公司（以下简称“元启制药”）完成天使轮融资,1
杭州睿笛生物科技有限公司->睿笛生物,"[{""name"": ""杭州睿笛生物科技有限公司"", ""alias"": ""睿笛生物"", ""name_idx"": [28, 39], ""alias_idx"": [46, 49]}]",投资界（ID：pedaily2012）10月18日消息，杭州睿笛生物科技有限公司（以下简称：睿笛生物）宣布完成数亿元B轮融资,1
广汇汽车服务有限责任公司->广汇有限,"[{""name"": ""广汇汽车服务有限责任公司"", ""alias"": ""广汇有限"", ""name_idx"": [24, 35], ""alias_idx"": [42, 45]}]",新浪财经讯 12月16日，广汇汽车公告全资子公司广汇汽车服务有限责任公司(以下简称“广汇有限”)作为借款人与包括渤海银行、上海银行、汇丰银行等组成的银团签署了贷款协议,1
杭州顺丰同城实业股份有限公司->顺丰同城,"[{""name"": ""杭州顺丰同城实业股份有限公司"", ""alias"": ""顺丰同城"", ""name_idx"": [29, 42], ""alias_idx"": [48, 51]}]",10月14日，万联网记者获悉，顺丰控股发布公告，控股子公司杭州顺丰同城实业股份有限公司（以下简称顺丰同城）已收到中国证监会出具的赴港上市核准批复,1
哔哩哔哩->B站,"[{""name"": ""哔哩哔哩"", ""alias"": ""B站"", ""name_idx"": [18, 21], ""alias_idx"": [25, 26]}]",【亿邦动力讯】8月17日消息，日前，哔哩哔哩（简称B站）正式发布B Brand新品牌成长计划，并公开招募品牌商,1
金雨茂物投资管理股份有限公司->金雨茂物,"[{""name"": ""金雨茂物投资管理股份有限公司"", ""alias"": ""金雨茂物"", ""name_idx"": [12, 25], ""alias_idx"": [48, 51]}]",亿邦动力获悉，本轮投资方金雨茂物投资管理股份有限公司（原名：江苏金茂投资管理股份有限公司，简称“金雨茂物”，股票代码：834960），是江苏省唯一在新三板正式挂牌的创投机构，江苏省新材料产业协会理事长单位、江苏省投资基金业协会副会长单位；多次被清科、投中评为全国优秀创投机构50强，2019年获评“江苏省创业投资品牌领军企业”和“江苏省创业投资优秀团队”,1
北京华联综合超市股份有限公司->公司,"[{""name"": ""北京华联综合超市股份有限公司"", ""alias"": ""公司"", ""name_idx"": [0, 13], ""alias_idx"": [20, 21]}]",北京华联综合超市股份有限公司（以下简称“公司”）第七届董事会第二十二次会议（“本次会议”）审议通过了《关于为全资子公司兰州华联综合超市有限公司提供担保的议案》（“议案”）,1
北京华联综合超市股份有限公司->公司,"[{""name"": ""北京华联综合超市股份有限公司"", ""alias"": ""公司"", ""name_idx"": [0, 13], ""alias_idx"": [20, 21]}]",北京华联综合超市股份有限公司（以下简称“公司”）第七届董事会第二十二次会议（“本次会议”）审议通过了《关于为全资子公司贵州华联综合超市有限公司提供担保的议案》,1
《珠海市促进集成电路产业发展专项资金管理实施细则》->《实施细则》,"[{""name"": ""《珠海市促进集成电路产业发展专项资金管理实施细则》"", ""alias"": ""《实施细则》"", ""name_idx"": [9, 33], ""alias_idx"": [39, 44]}]",集微网消息，近日，《珠海市促进集成电路产业发展专项资金管理实施细则》（以下简称《实施细则》）印发,1
湖南华凯文化创意股份有限公司->华凯创意,"[{""name"": ""湖南华凯文化创意股份有限公司"", ""alias"": ""华凯创意"", ""name_idx"": [3, 16], ""alias_idx"": [23, 26]}]",日前，湖南华凯文化创意股份有限公司（以下简称“华凯创意”）发布了关于收到《审核意见告知函》的公告,1
深圳市易佰网络科技有限公司->易佰网络,"[{""name"": ""深圳市易佰网络科技有限公司"", ""alias"": ""易佰网络"", ""name_idx"": [36, 48], ""alias_idx"": [55, 58]}]",该申请具体为，华凯创意向南平延平芒励多股权投资合伙企业（有限合伙）等九名深圳市易佰网络科技有限公司（以下简称“易佰网络”）的股东以发行股份及支付现金的方式购买易佰网络90%股权并募集配套资金,1
跨境通宝电子商务股份有限公司->跨境通或公司,"[{""name"": ""跨境通宝电子商务股份有限公司"", ""alias"": ""跨境通或公司"", ""name_idx"": [0, 13], ""alias_idx"": [19, 24]}]",跨境通宝电子商务股份有限公司（以下简称跨境通或公司）近日发布关于持股5%以上股东被动减持计划实施数量过半的公告（以下简称公告）,1
,[],近日，eBay发布受天气影响美国部分地区包裹派送延迟的通知（以下简称公告）,1
中信资本控股有限公司->中信资本,"[{""name"": ""中信资本控股有限公司"", ""alias"": ""中信资本"", ""name_idx"": [12, 21], ""alias_idx"": [28, 31]}]",投资界11月16日消息，中信资本控股有限公司（以下简称“中信资本”）宣布，旗下的私募股权基金与财新国际（Caixin Global）联合组成的财团（合称为“财团”）已就完全退出其在ISI Emerging Markets Group （ISI）的投资与买方达成协议，买方为欧洲私募股权基金Montagu Private Equity,1
,[],证券代码：600693 证券简称：东百集团 公告编号：临 2020—072,1
,[],福建东百集团股份有限公司（以下简称“公司”）实际控制人施文义先生通过继承取得公司控股股东福建丰琪投资有限公司（以下简称“丰琪投资”）100%股权，公司实际控制人由郑淑芳女士变更为施文义先生,1
,[],"北京值得买科技股份有限公司（以下简称什么值得买）成立于2015年10月，是集导购、媒体、工具、社区属性于一体的购物门户，分为“好价”、“社区”两大内容版块,通过AI技术实现千人千面内容分发，致力于向消费者介绍高性价比、好口碑的商品和服务，此次上市意味着中国电商导购第一股诞生",1
磅客策（上海）智能医疗科技有限公司->磅客策,"[{""name"": ""磅客策（上海）智能医疗科技有限公司"", ""alias"": ""磅客策"", ""name_idx"": [29, 45], ""alias_idx"": [49, 51]}]",投资界（ID：pedaily2012）2月3日消息，近日，磅客策（上海）智能医疗科技有限公司（简称磅客策）宣布完成两千万元人民币天使轮融资，由联想创投领投，金沙江联合资本跟投,1
FreeShippingSpecialProject->FSS:FreeShippingSpecialProject->CCB,"[{""name"": ""Free Shipping Special Project"", ""alias"": ""FSS"", ""name_idx"": [31, 59], ""alias_idx"": [63, 65]}, {""name"": ""Free Shipping Special Project"", ""alias"": ""CCB"", ""name_idx"": [31, 59], ""alias_idx"": [139, 141]}]",印尼、越南、泰国的跨境店铺，满足条件可零费用享受店铺免运活动(Free Shipping Special Project，简称FSS)；而马来西亚、菲律宾、新加坡及台湾市场的跨境卖家，满足条件即可免费参与店铺返点活动(10%Coins Cashback Programme，简称CCB),1
阿里巴巴集团客户体验事业群->CCO,"[{""name"": ""阿里巴巴集团客户体验事业群"", ""alias"": ""CCO"", ""name_idx"": [0, 12], ""alias_idx"": [16, 18]}]",阿里巴巴集团客户体验事业群（简称CCO）的服务玩法也创新了，对商家提供一站式互动服务——“阿里商家零距离”服务直播,1
,[],永辉超市日前发布公告称，公司拟与福建省交通运输集团有限责任公司（以下简称“交通集团”）、福州民天集团有限公司（以下简称“民天集团”）、怡和集团和谢香镇共同设立一二三三国际供应链管理股份有限公司（具体以工商登记为准，以下简称“一二三三”），打造一二三三S2B全球消费品供应链服务平台,1
成都思多科医疗科技有限公司->思多科,"[{""name"": ""成都思多科医疗科技有限公司"", ""alias"": ""思多科"", ""name_idx"": [19, 31], ""alias_idx"": [38, 40]}]",猎云网今日获悉，国内智能医学超声设备商成都思多科医疗科技有限公司（以下简称：思多科）宣布完成数千万元A轮融资，由众海投资、普华资本共同投资,1
美团点评->美团,"[{""name"": ""美团点评"", ""alias"": ""美团"", ""name_idx"": [6, 9], ""alias_idx"": [29, 30]}]",8月23日，美团点评（股票代码：3690.HK，以下简称“美团”）发布2019年第二季度业绩报告，公司营业收入、交易额等各项数据均保持增长，餐饮外卖、到店及酒旅两大主体业务持续提升运营效率,1
黑色星期伍->黑伍,"[{""name"": ""黑色星期伍"", ""alias"": ""黑伍"", ""name_idx"": [19, 23], ""alias_idx"": [31, 32]}]",近日，国美宣布于3月9日至22日启动“黑色星期伍”（以下简称“黑伍”）大型购物节,1
义乌小商品产业带专区->义乌专区,"[{""name"": ""义乌小商品产业带专区"", ""alias"": ""义乌专区"", ""name_idx"": [70, 79], ""alias_idx"": [85, 88]}]",【亿邦动力讯】11月27日消息，今日，阿里巴巴国际站在义乌跨境电商峰会上全球首发“数字官网2.0”、全球智能营销体系，针对义乌产业带特色上线义乌小商品产业带专区（以下简称义乌专区）以及差异化跨境供应链解决方案,1
苏州柏觅医药科技有限公司->柏觅医药,"[{""name"": ""苏州柏觅医药科技有限公司"", ""alias"": ""柏觅医药"", ""name_idx"": [24, 35], ""alias_idx"": [40, 43]}]",投资界（微信ID：pedaily2012）消息，苏州柏觅医药科技有限公司(简称：柏觅医药)宣布完成约2000万元的天使轮融资，由薄荷天使基金与涌铧投资共同领投,1
北京术锐技术有限公司->术锐,"[{""name"": ""北京术锐技术有限公司"", ""alias"": ""术锐"", ""name_idx"": [46, 55], ""alias_idx"": [60, 61]}]",投资界（ID：pedaily2012）1月14日消息，据36氪报道，近日，腔镜手术机器人公司北京术锐技术有限公司（简称：术锐）宣布获得近3亿元人民币的B轮投资,1
,[],证券代码：600079 证券简称：人福医药 公告编号：2019-062,1
,[],"? 股东持股的基本情况：本次减持计划披露前，汇添富基金管理股份有限公司（以下简称“汇添富基金”）管理的汇添富-优势医药企业定增计划 1 号资产管理计划和汇添富-优势医药企业定增计划 2 号资产管理计划共计持有人福医药集团股份公司（以下简称“人福医药”或“公司”）股份 67,685,384 股，占公司总股本的 5.00%，均为无限售流通 A 股股份",1
陕西佰美基因股份有限公司->佰美基因,"[{""name"": ""陕西佰美基因股份有限公司"", ""alias"": ""佰美基因"", ""name_idx"": [27, 38], ""alias_idx"": [45, 48]}]",投资界（ID：pedaily2012）7月23日消息，陕西佰美基因股份有限公司（以下简称：佰美基因）宣布完成1.53亿元A轮融资，本轮融资由西安科统管办公司、西安合作发展基金和西安市中小企业发展基金共同完成,1
minsight《短视频营销攻略：短视频内容策略下的5i沟通法则》->沟通法则,"[{""name"": ""m insight《短视频营销攻略：短视频内容策略下的5i沟通法则》"", ""alias"": ""沟通法则"", ""name_idx"": [51, 84], ""alias_idx"": [91, 94]}]",公司情报专家《财经涂鸦》近日获悉，阿里集团旗下大数据营销平台阿里妈妈联动淘宝视频和天猫美妆，于日前推出m insight《短视频营销攻略：短视频内容策略下的5i沟通法则》（以下简称“沟通法则”）,1
次世文化->次世,"[{""name"": ""次世文化"", ""alias"": ""次世"", ""name_idx"": [9, 12], ""alias_idx"": [19, 20]}]",“虚拟人”生态公司次世文化（以下简称“次世”）宣布完成了A+轮融资，该轮融资由网易战略领投，动域资本跟投，老股东顺为资本、创世伙伴CCV持续跟投,1
次世文化->次世,"[{""name"": ""次世文化"", ""alias"": ""次世"", ""name_idx"": [47, 50], ""alias_idx"": [57, 58]}]",投资界（ID：pedaily2012）10月26日消息，据36氪报道，近日，“虚拟人”生态公司次世文化（以下简称“次世”）宣布完成了A+轮融资，该轮融资由网易战略领投，动域资本跟投，老股东顺为资本、创世伙伴CCV持续跟投,1
,[],6月28日，上海证券交易所信息显示，已受理晶科能源股份有限公司(以下简称“晶科能源”)和阿特斯阳光电力集团股份有限公司(以下简称“阿特斯”)的上市申请,1
,[],8月14日晚间，一则“内蒙古伊利实业集团股份有限公司（以下简称‘伊利’）欲以15亿元入主中国辉山乳业控股有限公司（以下简称‘辉山乳业’）”的消息震惊了乳业圈,1
内蒙古优然牧业有限责任公司->优然牧业,"[{""name"": ""内蒙古优然牧业有限责任公司"", ""alias"": ""优然牧业"", ""name_idx"": [38, 50], ""alias_idx"": [57, 60]}]",对此，伊利表示，伊利一直将上下游的管理作为公司战略的重要组成部分，此次伊利和内蒙古优然牧业有限责任公司（以下简称“优然牧业”）受邀参加辉山乳业重组竞标，项目还在商谈中，还存在不确定性，无可披露信息，如有实质性进展，公司会发布公告,1
山西汾酒股份有限公司->山西汾酒,"[{""name"": ""山西汾酒股份有限公司"", ""alias"": ""山西汾酒"", ""name_idx"": [19, 28], ""alias_idx"": [34, 37]}]",中国商报记者了解到，2018年11月，山西汾酒股份有限公司（以下简称山西汾酒）发布公告称，其全资子公司以9282.75万元收购汾酒集团旗下的山西杏花村国际贸易有限责任公司部分资产,1
杭州众硅电子科技有限公司->众硅科技,"[{""name"": ""杭州众硅电子科技有限公司"", ""alias"": ""众硅科技"", ""name_idx"": [9, 20], ""alias_idx"": [25, 28]}]",集微网消息，近日，杭州众硅电子科技有限公司（简称“众硅科技”）宣布完成新一轮近2亿元融资，本轮融资由毅达资本联合宁波工投集团领投，兴橙资本、宝鼎投资、君海创芯、容亿投资、苏州国发、朗玛峰创投跟投,1
,[],证券代码：603861 证券简称：白云电器 公告编号：临 2019-002,1
,[],"? 股东持股的基本情况：截至减持计划披露之日（2018年 10月 12 日）深圳市平安创新资本投资有限公司（以下简称“平安创新”）持有广州白云电器设备股份有限公司（以下简称“公司”） 股份 40,488,985 股，约占公司总股本的9.15%",1
欧盟《通用数据保护条例》->GDPR,"[{""name"": ""欧盟《通用数据保护条例》"", ""alias"": ""GDPR"", ""name_idx"": [5, 16], ""alias_idx"": [20, 23]}]",另外，随着欧盟《通用数据保护条例》（简称GDPR）的实施，全球政府对数据安全都开始格外重视,1
,[],证券代码：603586 证券简称：金麒麟 公告编号：2019-068,1
山东金麒麟股份有限公司->公司,"[{""name"": ""山东金麒麟股份有限公司"", ""alias"": ""公司"", ""name_idx"": [0, 10], ""alias_idx"": [17, 18]}]",山东金麒麟股份有限公司（以下简称“公司”）于 2019 年 6 月 16 日召开第三届董事会第八次会议、第三届监事会第七次会议，审议通过了《山东金麒麟股份有限公司关于以集中竞价交易方式回购股份的议案》，并于 2019 年 6 月 18 日披露了《山东金麒麟股份有限公司关于以集中竞价交易方式回购股份的回购报告书》（公告编号：2019-046），于 2019 年 6 月 19 日披露了《山东金麒麟股份有限公司关于首次实施回购公司股份的公告》（公告编号：2019-047），具体内容详见公司在上海证券交易所网站（www.sse.com.cn）及指定媒体披露的相关公告,1
TheBaupostGroupLLC->Baupost,"[{""name"": ""The Baupost Group LLC"", ""alias"": ""Baupost"", ""name_idx"": [12, 32], ""alias_idx"": [38, 44]}]",公司的多数股权被投资公司The Baupost Group LLC（以下简称Baupost）所收购,1
成都淘立播网络科技有限公司->淘立播,"[{""name"": ""成都淘立播网络科技有限公司"", ""alias"": ""淘立播"", ""name_idx"": [27, 39], ""alias_idx"": [45, 47]}]",罗永浩方面在公告中表示，这批羊毛衫的供货来自渠道贸易商成都淘立播网络科技有限公司（下简称“淘立播”）,1
ExegenesisBioInc->ExegenesisBio,"[{""name"": ""Exegenesis Bio Inc"", ""alias"": ""Exegenesis Bio"", ""name_idx"": [41, 58], ""alias_idx"": [63, 76]}]",投资界（ID：pedaily2012）6月8日消息，据36氪报道，国内基因疗法企业Exegenesis Bio Inc（简称“Exegenesis Bio”）成功完成数千万美元B++轮融资，本轮融资由高瓴创投领投，淡马锡、CPE源峰、清池资本跟投，老股东LYFE Capital、博远资本持续加注,1
蒙小牛到家团->蒙小牛,"[{""name"": ""蒙小牛到家团"", ""alias"": ""蒙小牛"", ""name_idx"": [7, 12], ""alias_idx"": [20, 22]}]",本期要介绍的「蒙小牛到家团」（以下简称「蒙小牛」），却打破了很多人的认知,1
阿里巴巴集团客户体验事业群->阿里CCO,"[{""name"": ""阿里巴巴集团客户体验事业群"", ""alias"": ""阿里CCO"", ""name_idx"": [0, 12], ""alias_idx"": [17, 21]}]",阿里巴巴集团客户体验事业群（简称：阿里CCO）服务中台资深产品专家昌严表示，今年天猫618，阿里巴巴速卖通预估每日会接到1.8万在线人工服务请求，需要600个活跃客服小二在线,1
古茗（需求面积:25-30平方米）」于2020年下半年再获由美国对冲基金CoatueManagement->Coatue,"[{""name"": ""古茗（需求面积:25-30平方米）」于2020年下半年再获由美国对冲基金Coatue Management"", ""alias"": ""Coatue"", ""name_idx"": [24, 76], ""alias_idx"": [88, 93]}]",《财经涂鸦》从多个独立消息源获悉，新式茶饮品牌「古茗（需求面积:25-30平方米）」于2020年下半年再获由美国对冲基金Coatue Management（寇图资本，以下简称“Coatue”）领投的新一轮融资，这也是「古茗」在2020年完成的第二笔融资,1
,[],证券代码：600693 证券简称：东百集团 公告编号：临 2019—066,1
福建东百集团股份有限公司->公司,"[{""name"": ""福建东百集团股份有限公司"", ""alias"": ""公司"", ""name_idx"": [0, 11], ""alias_idx"": [18, 19]}]",福建东百集团股份有限公司（以下简称“公司”）第九届董事会第二十四次会议审议通过《关于以集中竞价交易方式回购公司股份的议案》,1
,[],证券代码：600828 证券简称：茂业商业 编号：临 2020-002 号,1
,[],"茂业商业股份有限公司（以下简称“公司”、“本公司”）于2017年12月13日披露了《茂业商业关于全资子公司对外提供借款暨关联交易的公告》（公告编号：临2017-102号），公司全资子公司深圳茂业百货有限公司（以下简称“深圳茂业百货”）向本公司持股70%之控股子公司内蒙古维多利商业（集团）有限公司（以下简称“维多利集团”）的少数股东邹招斌先生（以下简称“借款人”）提供人民币4亿元的借款额度，借款期限为12个月，自实际发放之日起算, 借款年利率为10.5%，到期前15天通知可展期一年",1
维多利投资控股有限公司->维多利投资,"[{""name"": ""维多利投资控股有限公司"", ""alias"": ""维多利投资"", ""name_idx"": [20, 30], ""alias_idx"": [37, 41]}]",为担保前述债务的履行，借款人的全资子公司维多利投资控股有限公司（以下简称“维多利投资”）以其持有的维多利集团15%股权作为质押,1
,[],证券代码：600693 证券简称：东百集团 公告编号：临 2020—062,1
,[],福建东百集团股份有限公司（以下简称“公司”）于近日收到公司控股股东福建丰琪投资有限公司（以下简称“丰琪投资”）通知，丰琪投资拟以其所持有的部分公司股票为标的，非公开发行可交换公司债券（以下简称“本次可交换债券”），具体如下：,1
《2020年中国泛资讯行业研究报告》->报告,"[{""name"": ""《2020年中国泛资讯行业研究报告》"", ""alias"": ""报告"", ""name_idx"": [11, 28], ""alias_idx"": [34, 35]}]",日前，36氪研究院发布《2020年中国泛资讯行业研究报告》（以下简称报告），这份报告给出了一个全新的定义：泛资讯,1
《2021饮食习惯及口腔微损伤报告》->《报告》,"[{""name"": ""《2021饮食习惯及口腔微损伤报告》"", ""alias"": ""《报告》"", ""name_idx"": [41, 58], ""alias_idx"": [64, 67]}]",近日，云南白药口腔健康联合阿里健康、第一财经商业数据中心（CBNData）共同发布《2021饮食习惯及口腔微损伤报告》（以下简称《报告》），就当代国民的口腔微损伤现状进行分析，洞察线上口腔微损伤市场的发展概况，致力于寻求口腔健康护理的科学方式,1
美国公益研究团体教育基金->PIRG,"[{""name"": ""美国公益研究团体教育基金"", ""alias"": ""PIRG"", ""name_idx"": [3, 14], ""alias_idx"": [44, 47]}]",近日，美国公益研究团体教育基金（U.S.PIRG Education Fund，以下简称PIRG）研究了亚马逊上15种家居和生活必需品的产品数据，每种产品分别有50条不同的listing，总共750条产品listing,1
,[],证券代码：600998 证券简称：九州通 公告编号：临2020-016,1
转债代码：110034转债->九州转,"[{""name"": ""转债代码：110034 转债"", ""alias"": ""九州转"", ""name_idx"": [0, 13], ""alias_idx"": [17, 19]}]",转债代码：110034 转债简称：九州转债,1
